ISO,sce,population
LAO,SSP4,12.28511859
LAO,SSP5,4.99206003
LBN,SSP1,3.202101075
LBN,SSP2,4.085831295
LBN,SSP3,5.949024382
LBN,SSP4,2.9631283
LBN,SSP5,3.213217634
LBR,SSP1,10.60885588
LBR,SSP2,14.85979683
LBR,SSP3,18.37592354
LBR,SSP4,20.8901903
LBR,SSP5,12.05583646
LBY,SSP1,7.234161806
LBY,SSP2,9.783060965
LBY,SSP3,14.44894876
LBY,SSP4,7.386909696
LBY,SSP5,7.065072309
LCA,SSP1,0.135239855
LCA,SSP2,0.180097559
LCA,SSP3,0.274195088
LCA,SSP4,0.13404371
LCA,SSP5,0.132769438
LKA,SSP1,14.88615028
LKA,SSP2,21.04487278
LKA,SSP3,33.25789625
LKA,SSP4,15.10094738
LKA,SSP5,13.44496307
LSO,SSP1,1.965192542
LSO,SSP2,2.445235157
LSO,SSP3,3.21781
LSO,SSP4,3.061956314
LSO,SSP5,1.865057501
LTU,SSP1,1.548123996
LTU,SSP2,2.000111142
LTU,SSP3,3.00897242
LTU,SSP4,1.453750546
LTU,SSP5,1.38603838
LUX,SSP1,0.942958014
LUX,SSP2,0.952036083
LUX,SSP3,0.48394407
LUX,SSP4,0.755188645
LUX,SSP5,1.518884264
LVA,SSP1,1.080861449
LVA,SSP2,1.359132526
LVA,SSP3,1.729919868
LVA,SSP4,1.000807385
LVA,SSP5,1.123030191
MAC,SSP1,0.536201608
MAC,SSP2,0.730114692
MAC,SSP3,0.737985048
MAC,SSP4,0.591000046
MAC,SSP5,0.653868874
MDA,SSP1,0.873100689
MDA,SSP2,1.10621204
MDA,SSP3,2.244955343
MDA,SSP4,0.816088424
MDA,SSP5,0.517011304
MDG,SSP1,36.66900735
MDG,SSP2,59.05394551
MDG,SSP3,92.26701096
MDG,SSP4,93.16700583
MDG,SSP5,36.46503212
MDV,SSP1,0.291001505
MDV,SSP2,0.412163909
MDV,SSP3,0.599097222
MDV,SSP4,0.307160568
MDV,SSP5,0.290942127
MEX,SSP1,99.74507812
MEX,SSP2,143.0658994
MEX,SSP3,237.6487671
MEX,SSP4,102.8850037
MEX,SSP5,88.81290148
MKD,SSP1,1.561764501
MKD,SSP2,1.980187478
MKD,SSP3,2.368965655
MKD,SSP4,1.504130017
MKD,SSP5,1.720879714
MLI,SSP1,33.28676478
MLI,SSP2,48.14079491
MLI,SSP3,66.95509864
MLI,SSP4,64.83887969
MLI,SSP5,31.29697549
MLT,SSP1,0.278070612
MLT,SSP2,0.372218775
MLT,SSP3,0.459063503
MLT,SSP4,0.277004867
MLT,SSP5,0.303184181
MMR,SSP1,26.36520545
MMR,SSP2,36.46704202
MMR,SSP3,56.38323449
MMR,SSP4,26.23994227
MMR,SSP5,24.27817691
MNE,SSP1,0.447849068
MNE,SSP2,0.575117885
MNE,SSP3,0.747987924
MNE,SSP4,0.446037398
MNE,SSP5,0.46886928
MNG,SSP1,2.611993392
MNG,SSP2,3.615031975
MNG,SSP3,5.488782326
MNG,SSP4,2.520986983
MNG,SSP5,2.511233093
MOZ,SSP1,36.62311394
MOZ,SSP2,50.19405067
MOZ,SSP3,67.36904671
MOZ,SSP4,66.42101737
MOZ,SSP5,35.96004425
MRT,SSP1,4.994805981
MRT,SSP2,7.322172774
MRT,SSP3,10.8149941
MRT,SSP4,10.87916965
MRT,SSP5,5.044791225
MTQ,SSP1,0.297848748
MTQ,SSP2,0.412413381
MTQ,SSP3,0.610532311
MTQ,SSP4,0.306191644
MTQ,SSP5,0.283394455
MUS,SSP1,0.971174417
MUS,SSP2,1.302170325
MUS,SSP3,1.799906665
MUS,SSP4,0.946069283
MUS,SSP5,1.006928483
MWI,SSP1,42.69206361
MWI,SSP2,66.73113492
MWI,SSP3,107.7792055
MWI,SSP4,102.5250514
MWI,SSP5,41.09311482
MYS,SSP1,34.16901116
MYS,SSP2,44.93582608
MYS,SSP3,65.7119793
MYS,SSP4,32.93402822
MYS,SSP5,34.64306261
MYT,SSP1,0.399429424
MYT,SSP2,0.597608575
MYT,SSP3,0.922161518
MYT,SSP4,0.918602585
MYT,SSP5,0.399429424
NAM,SSP1,2.691841742
NAM,SSP2,3.308926278
NAM,SSP3,4.470782368
NAM,SSP4,4.216234673
NAM,SSP5,2.672006599
NCL,SSP1,0.316243631
NCL,SSP2,0.421820832
NCL,SSP3,0.524864364
NCL,SSP4,0.306124788
NCL,SSP5,0.351014575
NER,SSP1,51.878205
NER,SSP2,97.90621863
NER,SSP3,168.3077881
NER,SSP4,165.5861844
NER,SSP5,50.18618709
NGA,SSP1,430.5400418
NGA,SSP2,582.3800146
NGA,SSP3,853.5970525
NGA,SSP4,832.6289371
NGA,SSP5,424.0397746
NIC,SSP1,4.285858935
NIC,SSP2,6.243869082
NIC,SSP3,12.51383436
NIC,SSP4,4.708211018
NIC,SSP5,2.943879655
NLD,SSP1,19.13124243
NLD,SSP2,19.06510557
NLD,SSP3,11.29508938
NLD,SSP4,14.62216297
NLD,SSP5,28.3811656
NOR,SSP1,8.713095235
NOR,SSP2,8.669967915
NOR,SSP3,4.574230892
NOR,SSP4,6.275077554
NOR,SSP5,13.87281088
NPL,SSP1,36.96815353
NPL,SSP2,52.40698472
NPL,SSP3,95.44187996
NPL,SSP4,92.56090191
NPL,SSP5,35.73018651
NZL,SSP1,6.463775285
NZL,SSP2,6.509134072
NZL,SSP3,3.847154828
NZL,SSP4,5.178149573
NZL,SSP5,9.795967831
OMN,SSP1,3.507117846
OMN,SSP2,5.650903299
OMN,SSP3,7.276004888
OMN,SSP4,3.752933822
OMN,SSP5,3.766004613
PAK,SSP1,216.6379028
PAK,SSP2,326.3739848
PAK,SSP3,551.0680778
PAK,SSP4,530.6892185
PAK,SSP5,206.5180378
PAN,SSP1,3.621970297
PAN,SSP2,5.024848653
PAN,SSP3,7.571040011
PAN,SSP4,3.662900377
PAN,SSP5,3.644179865
PER,SSP1,21.24598077
PER,SSP2,28.71300485
PER,SSP3,50.7411426
PER,SSP4,21.82377305
PER,SSP5,16.50987293
PHL,SSP1,115.6971585
PHL,SSP2,160.1787962
PHL,SSP3,255.2771934
PHL,SSP4,250.4188293
PHL,SSP5,111.6751097
PNG,SSP1,8.4559002
PNG,SSP2,11.91707607
PNG,SSP3,17.16893763
PNG,SSP4,17.21520167
PNG,SSP5,8.449819362
POL,SSP1,27.70301375
POL,SSP2,26.22919254
POL,SSP3,16.17099233
POL,SSP4,20.76894121
POL,SSP5,37.54596386
PRI,SSP1,1.347104936
PRI,SSP2,1.810218099
PRI,SSP3,3.518954724
PRI,SSP4,1.398800584
PRI,SSP5,0.824952417
PRK,SSP1,14.28506591
PRK,SSP2,17.6872587
PRK,SSP3,24.14722726
PRK,SSP4,12.4490771
PRK,SSP5,14.32199729
PRT,SSP1,10.08676695
PRT,SSP2,10.21689621
PRT,SSP3,5.857022
PRT,SSP4,8.219221679
PRT,SSP5,15.14196546
PRY,SSP1,7.118039238
PRY,SSP2,9.953759055
PRY,SSP3,15.94408949
PRY,SSP4,15.23894869
PRY,SSP5,6.765853699
PSE,SSP1,3.801129088
PSE,SSP2,5.678179096
PSE,SSP3,15.36403954
PSE,SSP4,9.879875107
PSE,SSP5,2.582904393
PYF,SSP1,0.26184794
PYF,SSP2,0.367103147
PYF,SSP3,0.56496339
PYF,SSP4,0.258889634
PYF,SSP5,0.258197718
QAT,SSP1,2.642859085
QAT,SSP2,3.606024748
QAT,SSP3,3.777769931
QAT,SSP4,2.845945961
QAT,SSP5,3.29783299
REU,SSP1,0.900105631
REU,SSP2,1.270041434
REU,SSP3,1.931925803
REU,SSP4,0.941729741
REU,SSP5,0.890275774
ROU,SSP1,9.00900279
ROU,SSP2,11.32324117
ROU,SSP3,16.51923736
ROU,SSP4,8.464046992
ROU,SSP5,8.795794524
RUS,SSP1,92.53402168
RUS,SSP2,122.6221061
RUS,SSP3,149.0321745
RUS,SSP4,88.37179366
RUS,SSP5,101.6869969
RWA,SSP1,21.83881773
RWA,SSP2,30.88412589
RWA,SSP3,43.67579025
RWA,SSP4,43.01276786
RWA,SSP5,21.3322018
SAU,SSP1,46.47181724
SAU,SSP2,62.66377428
SAU,SSP3,88.23902885
SAU,SSP4,98.60482091
SAU,SSP5,52.49003039
SDN,SSP1,73.39734392
SDN,SSP2,109.4804955
SDN,SSP3,176.3806155
SDN,SSP4,186.8697937
SDN,SSP5,73.45416395
SEN,SSP1,18.21892104
SEN,SSP2,31.15000687
SEN,SSP3,60.33820393
SEN,SSP4,56.66306541
SEN,SSP5,16.06624924
SGP,SSP1,4.332790015
SGP,SSP2,5.537998877
SGP,SSP3,5.547207826
SGP,SSP4,4.3852209
SGP,SSP5,5.045886467
SLB,SSP1,0.734030634
SLB,SSP2,1.077006214
SLB,SSP3,1.668161754
SLB,SSP4,1.657770069
SLB,SSP5,0.727081069
SLE,SSP1,9.998994965
SLE,SSP2,13.14517612
SLE,SSP3,16.35390375
SLE,SSP4,16.81123546
SLE,SSP5,10.36892098
SLV,SSP1,3.318089255
SLV,SSP2,4.75701206
SLV,SSP3,10.4870534
SLV,SSP4,3.552900245
SLV,SSP5,1.733207888
SOM,SSP1,11.46708671
SOM,SSP2,19.22891832
SOM,SSP3,38.59582728
SOM,SSP4,32.69175404
SOM,SSP5,7.665892064
SRB,SSP1,6.115184378
SRB,SSP2,7.727759185
SRB,SSP3,10.01083837
SRB,SSP4,5.920893373
SRB,SSP5,6.503023519
STP,SSP1,0.1268644
STP,SSP2,0.200875672
STP,SSP3,0.371851834
STP,SSP4,0.299073053
STP,SSP5,0.077135165
SUR,SSP1,0.443792982
SUR,SSP2,0.625829475
SUR,SSP3,0.994034169
SUR,SSP4,0.454863296
SUR,SSP5,0.41678735
SVK,SSP1,4.63010237
SVK,SSP2,4.427083708
SVK,SSP3,2.575844398
SVK,SSP4,3.505180035
SVK,SSP5,6.559807472
SVN,SSP1,2.149756356
SVN,SSP2,2.128222433
SVN,SSP3,1.151092754
SVN,SSP4,1.662822459
SVN,SSP5,3.292818914
SWE,SSP1,15.24512238
SWE,SSP2,15.13310895
SWE,SSP3,8.07518311
SWE,SSP4,10.797082
SWE,SSP5,24.07995404
SWZ,SSP1,1.272812591
SWZ,SSP2,1.516245661
SWZ,SSP3,2.021930153
SWZ,SSP4,1.923132687
SWZ,SSP5,1.243047222
SYR,SSP1,25.50692609
SYR,SSP2,36.1051908
SYR,SSP3,61.12912822
SYR,SSP4,59.28389009
SYR,SSP5,24.61508942
TCD,SSP1,24.3799789
TCD,SSP2,34.19714183
TCD,SSP3,44.90409186
TCD,SSP4,43.30691282
TCD,SSP5,23.03398765
TGO,SSP1,8.980100363
TGO,SSP2,11.41613182
TGO,SSP3,14.29402405
TGO,SSP4,14.21710646
TGO,SSP5,8.897946476
THA,SSP1,42.74079043
THA,SSP2,54.66224981
THA,SSP3,77.29124581
THA,SSP4,39.49478339
THA,SSP5,45.34113249
TJK,SSP1,4.864105707
TJK,SSP2,7.077970607
TJK,SSP3,14.08989379
TJK,SSP4,10.38398658
TJK,SSP5,2.423183733
TKM,SSP1,4.102118979
TKM,SSP2,5.546780698
TKM,SSP3,8.106982694
TKM,SSP4,3.759856302
TKM,SSP5,3.762841249
TLS,SSP1,1.570128332
TLS,SSP2,2.608207846
TLS,SSP3,6.299975202
TLS,SSP4,4.46880959
TLS,SSP5,0.653085338
TON,SSP1,0.061115997
TON,SSP2,0.089944976
TON,SSP3,0.223958518
TON,SSP4,0.134814592
TON,SSP5,0.022155735
TTO,SSP1,0.614875859
TTO,SSP2,0.785098004
TTO,SSP3,1.219064172
TTO,SSP4,0.571101928
TTO,SSP5,0.557158058
TUN,SSP1,8.431243845
TUN,SSP2,10.64479899
TUN,SSP3,15.22500592
TUN,SSP4,7.74792223
TUN,SSP5,8.363901264
TUR,SSP1,65.65513736
TUR,SSP2,89.67921434
TUR,SSP3,148.7840262
TUR,SSP4,73.1718128
TUR,SSP5,65.8620505
TWN,SSP1,12.692
TWN,SSP2,17.026
TWN,SSP3,16.613
TWN,SSP4,13.879
TWN,SSP5,15.554
TZA,SSP1,92.16208978
TZA,SSP2,143.7871862
TZA,SSP3,218.6540193
TZA,SSP4,213.7400694
TZA,SSP5,86.84104822
UGA,SSP1,98.33411511
UGA,SSP2,155.6609394
UGA,SSP3,244.806968
UGA,SSP4,240.322164
UGA,SSP5,94.57789335
UKR,SSP1,25.3388965
UKR,SSP2,32.8359706
UKR,SSP3,40.08178477
UKR,SSP4,23.82280376
UKR,SSP5,27.68311553
URY,SSP1,1.897198435
URY,SSP2,2.629966056
URY,SSP3,4.265848355
URY,SSP4,1.942233586
URY,SSP5,1.638940349
USA,SSP1,466.9815144
USA,SSP2,459.1979099
USA,SSP3,262.9963616
USA,SSP4,365.0764353
USA,SSP5,713.4721617
UZB,SSP1,21.18400509
UZB,SSP2,28.60390561
UZB,SSP3,44.953038
UZB,SSP4,19.7291713
UZB,SSP5,17.83686589
VCT,SSP1,0.058880399
VCT,SSP2,0.081244946
VCT,SSP3,0.155922416
VCT,SSP4,0.060940544
VCT,SSP5,0.042001235
VEN,SSP1,29.23684476
VEN,SSP2,39.81713846
VEN,SSP3,61.30390091
VEN,SSP4,29.76519493
VEN,SSP5,29.43189918
VIR,SSP1,0.076152144
VIR,SSP2,0.103267888
VIR,SSP3,0.148122437
VIR,SSP4,0.079403891
VIR,SSP5,0.076152144
VNM,SSP1,61.35018149
VNM,SSP2,78.2669006
VNM,SSP3,109.7312162
VNM,SSP4,57.82095603
VNM,SSP5,59.51794645
VUT,SSP1,0.342910282
VUT,SSP2,0.482055136
VUT,SSP3,0.716152029
VUT,SSP4,0.711952957
VUT,SSP5,0.342120598
WSM,SSP1,0.09106543
WSM,SSP2,0.135039753
WSM,SSP3,0.368089216
WSM,SSP4,0.210185751
WSM,SSP5,0.03717852
YEM,SSP1,49.52380756
YEM,SSP2,77.28098995
YEM,SSP3,135.2739937
YEM,SSP4,131.7001769
YEM,SSP5,46.72295138
ZAF,SSP1,48.9352008
ZAF,SSP2,58.48377165
ZAF,SSP3,71.17902763
ZAF,SSP4,38.7721047
ZAF,SSP5,52.37091398
ZMB,SSP1,29.65477899
ZMB,SSP2,43.43295081
ZMB,SSP3,73.2541049
ZMB,SSP4,70.14717245
ZMB,SSP5,28.02180868
ZWE,SSP1,9.093883233
ZWE,SSP2,11.48107653
ZWE,SSP3,20.33714959
ZWE,SSP4,15.7741671
ZWE,SSP5,5.493946965
